,id,date,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_10,prod_9,prod_0,prod_11,prod_15
70,lamxjik60x7mdhw7jfm,2020-02-13 02:31:41.276009472,,,47.0,,,,,25.276227427774323,,382.8391405952478,,354.21185255543446,58.943145483205086
71,lamxjik65luylkhfdvw,2020-02-13 09:31:00.666371072,,21.0,33.0,41.0,7.0,,34.0,5.854635260286834,,,,,609.9458756734454
72,lamxjik6ase3oz4qocl,2020-02-13 09:24:05.962723328,,,,39.0,27.0,,,333.4352268682096,654.2310993629633,,3.0,,195.1751333395659
73,lamxjik6igi3iw1bek,2020-02-13 08:21:59.234272000,,13.0,,,26.0,,,40.39608281019675,714.4645471490792,,,383.9538766850495,260.38663937457954
74,lamxjik6ovpg9l5p39j,2020-02-12 21:04:13.644061440,,49.0,35.0,,,33.0,,29.657890187295944,34.365313160010984,,,,396.5984373200497
75,lamxjik65awqyggnmtd,2020-02-13 11:14:58.644368896,,,,,9.0,30.0,,35.467148042882826,333.102829603158,785.0586716606288,28.0,,309.54588280456835
76,lamxjik6czqirrf1vdp,2020-02-12 19:42:17.837392128,,14.0,,,,,15.0,,,110.85640256124188,5.0,148.5061543597649,567.2915413207647
77,lamxjik7kdfbt9hrdea,2020-02-13 08:41:41.877811456,26.0,,24.0,,,12.0,,24.231968335001277,281.8531779379522,,29.0,235.2022305888789,754.0370024764395
78,lamxjik7zn9y5bjzn6r,2020-02-13 03:41:49.899116800,45.0,,,0.0,39.0,42.0,9.0,22.67901920053026,242.3217407357787,612.7227321198017,34.0,734.4161024018264,400.5370882664903
79,lamxjik716nzya53f5m,2020-02-13 10:55:08.340356096,,,,,,,,675.7858357128384,476.7821959186954,116.90557335893087,17.0,,270.435686108645
80,lamxjik7nebhdoxb8in,2020-02-12 22:51:42.276020480,38.0,,32.0,12.0,,,,110.85094322800244,199.16154388005808,0.493915330852833,,,79.20964969171769
81,lamxjil47awg35y9i7,2020-02-19 19:59:09.508577024,16.0,,,14.0,8.0,,,,,603.8063465698181,13.0,,446.5080841653239
82,lamxjil4upyzc83dima,2020-02-19 21:44:48.581033472,7.0,,,48.0,,,13.0,,,652.2469301616202,29.0,711.9727564679647,767.0994648671583
83,lamxjil4x5bjsur3t2e,2020-02-20 03:25:40.739170816,,,5.0,38.0,,40.0,17.0,451.3074517515933,441.81572621561463,443.9880003308795,,394.46958118630323,484.7067432967181
84,lamxjil4fy76iz9lh76,2020-02-20 10:16:28.682759168,44.0,42.0,4.0,,,36.0,41.0,611.4951042940586,,,,,428.5536087420229
85,lamxjil481887j6ihdr,2020-02-20 03:49:14.021483008,13.0,21.0,7.0,,41.0,38.0,,,,685.3715980087013,,1052.359603939546,1006.528882076703
86,lamxjil44km9r69f6i,2020-02-20 02:36:18.003292672,,10.0,,,23.0,,,16.94144964194635,,820.6108175809486,,551.8464583670603,686.9008992178497
87,lamxjil4kvwlwrq2ryc,2020-02-20 09:14:15.403413248,32.0,32.0,,14.0,,,37.0,412.7931394269275,492.45885730017085,7.310843053747296,26.0,,748.3996822670806
88,lamxjil57vgdnbfq1pf,2020-02-19 21:20:26.113256960,49.0,,,,,31.0,12.0,49.23394272664845,993.5805447715827,619.8361473789789,,333.16242801621684,1013.3710624979673
89,lamxjil542asb4rahzt,2020-02-20 02:24:15.716364288,7.0,1.0,31.0,42.0,,36.0,,352.05542667329166,,373.4648186543815,49.0,738.262135781969,702.927360053515
90,lamxjil5yoavp9qewps,2020-02-20 02:14:58.904289792,,40.0,23.0,,4.0,,7.0,41.643748465864725,,,24.0,,711.442591271267
91,lamxjil5f8gn9nuyes8,2020-02-20 06:45:54.722174720,30.0,,30.0,,38.0,,,,,726.3307662462367,22.0,932.5828843025843,1101.3917113972052
92,lamxjil5vlinonx5a7,2020-02-20 08:03:37.656322048,,,19.0,47.0,,40.0,13.0,524.5318653143621,929.6370578627259,346.0527161836416,30.0,,799.8778691329306
93,lamxjil5ooel6cpjedd,2020-02-20 04:17:56.393570304,30.0,20.0,,,,30.0,,612.4837658771754,760.7492364204643,379.0157521234524,,839.6923352888158,788.6578252498992
94,lamxjil57t1sfmevto9,2020-02-19 21:22:53.869992960,7.0,39.0,,,23.0,,17.0,0.7901517627950438,,42.75185407495067,29.0,,481.29884595836626
95,lamxjil5uxodnexd8oo,2020-02-20 00:05:41.717350400,21.0,,38.0,11.0,,0.0,33.0,596.490764507261,590.8880678840917,6.523968798659308,30.0,626.538476742802,403.1225305109476
96,lamxjim1kwnzz6g1l5,2020-02-27 09:16:04.091587584,9.0,,5.0,32.0,15.0,,33.0,400.6803579114777,,15.845654274215967,,566.230214574237,74.4705718898468
97,lamxjim1fazh0pq7j3k,2020-02-27 06:49:56.167035392,42.0,16.0,,28.0,7.0,39.0,2.0,7.721318270568844,320.39940918298083,29.518369959383108,7.0,539.4226555856181,370.3818030462245
98,lamxjim1p1wqae2m5g,2020-02-26 19:19:56.223193344,,,,,3.0,,32.0,,,193.82156964745738,,38.049074222966276,195.89028007166308
99,lamxjim15w36r15ccs6,2020-02-26 21:55:13.486389760,4.0,,22.0,0.0,,18.0,,,314.4148874059618,21.45109114817101,22.0,370.98065100911725,663.2312141724602
100,lamxjim1pfzpv3weyk,2020-02-27 04:42:37.632566528,,,38.0,19.0,43.0,44.0,31.0,,270.0520953953658,41.90726946361589,,,776.8526527238719
101,lamxjim1rtybuyt3rb,2020-02-27 10:25:05.344931328,,0.0,,,27.0,26.0,,513.4836043624225,349.82037570218927,33.477819152483576,32.0,,675.0554719376843
102,lamxjim1cuefz3hfw7b,2020-02-27 02:09:24.700054528,4.0,6.0,,3.0,,,22.0,,588.4970674915859,49.728836890918124,,91.74428235858969,207.34938842285544
103,lamxjim1ouvk8s7f4n,2020-02-27 02:02:10.331398656,1.0,,,,7.0,23.0,1.0,,,41.36594126682653,,,810.3109380657728
104,lamxjim2zq3idvjjpki,2020-02-26 23:06:51.585880576,,,,7.0,,,,157.34428298532282,,681.7394053913046,46.0,32.99076246604715,147.12379242666887
105,lamxjim2vs0e42wmdjq,2020-02-27 04:48:37.455095552,4.0,,,21.0,44.0,21.0,23.0,73.41798435453502,,41.806086704740395,,346.1426233410208,499.57377617899175
106,lamxjim2rlm5cysogh,2020-02-27 07:41:31.543483392,42.0,22.0,20.0,30.0,44.0,,,58.617237198745556,,,2.0,359.32653850927477,640.980723909105
107,lamxjim2lbb54k78zpq,2020-02-27 04:18:21.464388864,,33.0,,,13.0,,31.0,,443.1936810819596,34.833290403283755,11.0,343.37806308384563,286.8381179189221
108,lamxjim2ozjfq5zcdq,2020-02-27 00:47:04.338234880,20.0,7.0,6.0,,,8.0,,300.303036114081,,,,,487.5407925067547
109,lamxjim2g9nqxc1vczg,2020-02-27 07:47:29.826094080,15.0,16.0,34.0,26.0,2.0,,28.0,129.7732734206631,,31.657423304365963,16.0,,427.85479043468257
110,lamxjim2j1wc9dodhti,2020-02-27 10:47:33.350452736,,4.0,0.0,6.0,32.0,17.0,25.0,,,48.39683965173145,24.0,,207.95077050244862
111,lamxjim2y4uga6fp01,2020-02-27 01:50:02.928022784,9.0,,18.0,14.0,,,43.0,528.1120608840855,47.4418105724316,467.5474103494071,,,512.2189973094893
112,lamxjim2fmamt7veia,2020-02-27 01:29:37.095192320,44.0,9.0,,,,31.0,,557.0694158468752,,580.6221115121945,10.0,,699.3992025595026
113,lamxjim2qx6aw5blbu,2020-02-27 07:22:26.640330496,,,,40.0,43.0,11.0,21.0,35.19610523230816,,33.09387195087682,38.0,513.4368252764489,217.8030551613568
114,lamxjim2qil9mmc1rxm,2020-02-27 08:13:18.852125696,,,,39.0,21.0,17.0,48.0,1.197532204761842,,230.64510192501433,,373.9962925934951,232.03412342652382
115,lamxjim24p3js0ueq7,2020-02-27 05:19:45.159629056,,,46.0,,,0.0,0.0,735.0611291951051,783.6608772593552,39.39934862765381,42.0,,50.044969014080394
116,lamxjim2jptn43gb6zh,2020-02-26 23:35:43.852773120,24.0,,,,,,,784.5224176826298,493.2358456844177,173.96629399266317,27.0,,816.6630293636063
117,lamxjim2epfg2s20ytm,2020-02-26 22:59:22.260004864,,39.0,21.0,6.0,25.0,49.0,13.0,401.0816510469467,,,36.0,,515.882256407662
118,lamxjim2m3mnx70yb6h,2020-02-27 05:25:52.163084032,49.0,,19.0,,31.0,,,,,147.1271882731505,12.0,,432.44610158079763
119,lamxjim2u940hoiws5d,2020-02-26 21:53:38.332500992,43.0,10.0,49.0,,20.0,37.0,,3.010980532713825,428.6862999392998,,1.0,,675.7123095066213
120,lamxjim22nkna7gvrzz,2020-02-26 21:00:56.930860032,44.0,26.0,14.0,39.0,,6.0,,580.4565896534601,,463.5634686742108,43.0,413.2318906651198,461.52498980752426
121,lamxjim2cefqcgdle0c,2020-02-27 08:57:58.572774400,46.0,,45.0,4.0,42.0,28.0,11.0,,,48.22087328901762,,,250.17588085989684
122,lamxjim2dlqojn229iv,2020-02-27 08:04:44.549931008,,35.0,,,,24.0,39.0,,,538.1553281526058,,,443.7686768031088
123,lamxjin0u8uccc6lsql,2020-03-05 08:58:40.432199424,11.0,35.0,47.0,,,,3.0,201.47831803193878,403.8554120928897,0.42017344160787395,18.0,29.47229522579704,1.8409308936710076
124,lamxjin0rv72u97dvy,2020-03-05 11:46:50.147560448,,19.0,25.0,30.0,9.0,5.0,,38.38414781143453,,,48.0,,25.897915018528074
125,lamxjin019w8nqb886u,2020-03-05 06:28:45.419671040,,33.0,3.0,,,4.0,,44.42371400553395,233.60003820370576,66.5393920761523,,156.66267168588857,130.47028210815253
126,lamxjin0qp1hrg0tc2,2020-03-04 22:31:59.358565120,,,32.0,,24.0,,40.0,86.41439255528627,,41.547504817634035,,78.67502242683747,253.9858896120511
127,lamxjin0miamzpgq66s,2020-03-04 23:29:07.209079040,,42.0,43.0,16.0,,29.0,,189.37622723805657,,,14.0,37.04746715799672,284.120252763028
128,lamxjin01uaitbd9gus,2020-03-05 11:09:42.886200832,32.0,30.0,,43.0,,9.0,37.0,255.56592747801892,,151.04307703644162,3.0,23.93345405177928,4.487185398088869
129,lamxjin08j51hmoz8ew,2020-03-04 21:31:30.993598208,,,,4.0,,,,471.5724378091948,152.24231094666555,253.06369427813394,37.0,,151.05096351101815
130,lamxjin0nohj47w93d,2020-03-05 06:14:04.375233280,27.0,34.0,,,,,7.0,110.82754045615485,371.4710491480267,31.662458673101447,,,167.83532129594113
131,lamxjin0kh3jkvlywe,2020-03-05 05:55:14.810236416,,12.0,,42.0,43.0,16.0,5.0,31.04234907612756,433.7774506473482,,28.0,,209.86640968550938
132,lamxjin0nxkvrje3lbk,2020-03-05 09:25:08.432291584,,24.0,,,35.0,30.0,2.0,208.07334084587967,70.35647376121338,397.9331758325917,,,269.4168799720567
133,lamxjin0p2d3wtu30w,2020-03-05 06:42:06.208714496,39.0,,,5.0,15.0,3.0,0.0,83.23570663446526,,186.07180168046895,43.0,210.84488842641758,126.86009660512093
134,lamxjin0g7xssvfyiws,2020-03-04 22:47:36.738395648,6.0,,27.0,0.0,16.0,,22.0,3.192545924645951,97.07965448980798,232.5718343521549,14.0,,543.4692095438551
135,lamxjin0yzly49zm7t,2020-03-05 08:08:19.446935552,30.0,4.0,24.0,1.0,35.0,,16.0,281.3756620182892,,25.956439503034044,,112.45031321416616,342.7548374440305
136,lamxjin0fkq19eaebjp,2020-03-05 09:29:39.483556864,,19.0,,0.0,17.0,21.0,,4.74581087866116,,,,,212.75495586249497
137,lamxjin0ge9ht0cvj2,2020-03-04 21:36:27.588245248,,,,7.0,,25.0,,198.39021311527375,,,40.0,,158.23206744889296
138,lamxjinwu4hy4l5dkz,2020-03-11 21:26:29.453335552,16.0,,3.0,,,,47.0,,,554.8512472495257,,28.95750094344092,141.23577215482442
139,lamxjinwv7adte2rp4c,2020-03-12 03:13:49.315170304,1.0,14.0,,33.0,33.0,24.0,,,,6.832748294410729,,525.9656076589739,504.5806257502142
140,lamxjinwsy5grdxve7i,2020-03-11 21:42:34.607751424,,13.0,6.0,,28.0,,17.0,,,,,,769.2230072802231
141,lamxjinwq09s5c7k1r,2020-03-12 01:58:33.485781504,,,,36.0,,,,,,28.857060378052857,,679.0594131004187,605.5863096217735
142,lamxjinw63evlwizoza,2020-03-12 02:24:44.138408192,19.0,33.0,,22.0,1.0,3.0,,179.5918510246633,536.4656952919227,41.15026099833907,,,643.7300292010328
143,lamxjinwdkrih5hpoa8,2020-03-12 08:33:43.897542144,45.0,,,,41.0,8.0,8.0,333.53246045024986,,57.866529877787904,30.0,,527.5318924620425
144,lamxjinws3cij7ud8zj,2020-03-11 21:39:44.634419712,21.0,22.0,8.0,,,42.0,,,597.3207424351428,430.3242799503132,,,210.29205608610192
145,lamxjinwisge7ssn9l,2020-03-11 23:30:18.357307136,11.0,2.0,5.0,1.0,,28.0,,182.72417149956522,160.61699841716623,10.815134206735955,,,570.7993277902317
146,lamxjinw9m3x29lhmb5,2020-03-12 00:43:00.987215872,43.0,,2.0,,,,46.0,28.134246321373567,,555.6975531635957,10.0,576.7642119588315,525.9073921455179
147,lamxjinwjfgrwavknbs,2020-03-12 10:31:10.724457472,32.0,,32.0,10.0,,,8.0,36.56908646226484,,,47.0,65.23001026824409,275.8297620132531
148,lamxjinwzacs4nqatz,2020-03-12 11:46:19.822853120,,25.0,19.0,,37.0,27.0,7.0,401.0877549969355,307.65285280262503,729.6457449418742,17.0,,839.2985355192634
149,lamxjinxmpsaa872vi,2020-03-12 08:54:13.045189888,,,18.0,,38.0,,,398.460771147041,653.7306528184364,39.45052910379052,,429.7402180849481,619.0759411038284
150,lamxjinxy18cnjh8ou,2020-03-12 08:43:29.454305024,22.0,33.0,8.0,10.0,,,,706.9899940977964,356.40991670915525,,7.0,,328.8568623236393
151,lamxjinxey86s6biaz,2020-03-12 02:27:44.585984512,,44.0,14.0,20.0,45.0,,,245.5455979094131,,206.00175111690186,46.0,,638.436301607069
152,lamxjinx2k8hg9tqe0g,2020-03-11 22:02:23.069356288,2.0,21.0,6.0,47.0,47.0,19.0,,,467.52768382525653,303.5866753078843,,,299.71359383527135
153,lamxjiotoxjp64uvhr,2020-03-19 11:27:26.143684352,34.0,,22.0,24.0,19.0,,13.0,,636.6760141755442,442.2244960935919,12.0,,1131.0842418309862
154,lamxjiotkvaxxsapeu8,2020-03-18 19:48:11.804623360,,,21.0,5.0,30.0,31.0,15.0,,,49.32475916664926,45.0,980.1774672957198,1077.800679431452
155,lamxjiots96pl4kfurc,2020-03-18 20:37:21.905843200,,36.0,42.0,,,,,25.58911098192769,,957.0779718279944,,,700.4873450928072
156,lamxjiot45f5sdj9rou,2020-03-19 00:03:52.591467520,43.0,10.0,4.0,,19.0,26.0,17.0,656.7854162564531,,44.110437633445564,32.0,,674.1011768627334
157,lamxjiot8aksuvvi822,2020-03-19 08:56:51.123679232,,21.0,,,2.0,,,1038.8575799298508,304.15955965791164,,,579.4938710981594,950.5556096471695
158,lamxjiot8o84o3erj5s,2020-03-19 06:11:02.802045696,0.0,,24.0,,,37.0,,35.985983738628335,,624.2139354537991,,,796.9160869878364
159,lamxjiotklzyl4gi4d9,2020-03-19 04:01:11.517225216,29.0,,7.0,23.0,,20.0,,20.8484518430595,315.742116940915,30.268108767393663,49.0,,516.352429636489
160,lamxjiotbiid5lsa4m5,2020-03-19 04:59:24.847734272,21.0,47.0,,21.0,,45.0,,,757.6816307257071,954.8894486574306,7.0,590.0776337793606,1156.3384256337858
161,lamxjiotpe3vm5ka9v,2020-03-19 11:42:31.630442496,,38.0,34.0,44.0,1.0,,26.0,2.8617488985846706,,,23.0,,1157.3459363298618
162,lamxjiotr7w6cecv38,2020-03-18 22:18:56.488523008,,31.0,,26.0,,,,1098.4692141560606,,14.428871492056194,,,828.2686160701553
163,lamxjiotbspzeuh5b1q,2020-03-19 09:14:01.907720192,39.0,,28.0,,16.0,,46.0,345.4696233543703,581.8234905174616,602.9038670239327,,826.8235139797965,1126.3785019474847
164,lamxjiot2m8ejo8nstd,2020-03-19 11:27:29.076815872,45.0,,,18.0,,,26.0,43.74758783667257,330.18174612921626,1004.2975337349837,,,545.1250979986846
165,lamxjiotpnk1obcgryf,2020-03-19 11:09:18.451763968,,,29.0,45.0,,3.0,17.0,,,,,777.4411706085762,406.7345477429704
166,lamxjipq49zphmhd6yi,2020-03-26 02:05:40.622524928,,,,27.0,11.0,25.0,,180.51796219268587,,32.188895256952755,,506.53686996326195,162.76051982876572
