,id,date,prod_4,prod_6,prod_7,prod_8,prod_10,prod_11,prod_1,prod_9,prod_2,prod_3,prod_5,prod_0,prod_15
13,laiq60jzxqt4kxzu6th,2020-01-16 02:58:44.718410,,,39.0,,,584.6106016912613,31.0,,13.0,21.0,42.0,18.0,
14,laiq60jzfaeppc0zmo,2020-01-16 00:44:33.850351,,8.0,6.0,479.70096831897183,333.50975679747665,735.3068642279286,29.0,513.2243245810092,45.0,41.0,,,
15,laiq60jznwr96y6ug8,2020-01-16 05:27:14.594375,,41.0,,428.3608782009294,346.3323516387348,611.1262837248285,25.0,51.957213060377875,,,,,
16,laiq60jz8zhfudt0yhe,2020-01-16 02:26:18.478743,,10.0,46.0,172.8512995333039,,,,13.148629287737624,,12.0,,34.0,
17,laiq60jz94mik8eyur,2020-01-15 19:13:30.160649,29.0,,,303.05368311968266,704.6704866805492,,5.0,36.9333957305774,,46.0,,34.0,
18,laiq60k0yw8fogemvwd,2020-01-16 05:47:23.673612,,19.0,,,,,32.0,,,35.0,,8.0,
19,laiq60k06v4zlalqbqh,2020-01-15 18:12:42.930689,,27.0,,731.3417012446613,,430.0410620318408,34.0,,40.0,,,46.0,
20,laiq60k0bcpwza2vu06,2020-01-16 06:52:27.686071,,,41.0,31.0502476357168,,351.34637881966125,,,5.0,13.0,18.0,33.0,
21,laiq60k09gkx0p90ylo,2020-01-16 06:06:20.293672,28.0,33.0,,491.2618895059291,,,35.0,,,28.0,,36.0,
22,laiq60k00mhm6228868f,2020-01-15 16:22:30.540069,,9.0,24.0,,,96.71190738232474,,344.53724289287055,,48.0,2.0,5.0,
23,laiq60k0ocy333bgg9,2020-01-16 03:34:46.234130,39.0,16.0,35.0,,546.7500691937757,,,,,,43.0,,
24,laiq60k0az84kmcrla8,2020-01-16 07:59:01.206015,10.0,6.0,46.0,256.90022898734776,562.1284764327611,237.30087447753,19.0,205.94859877759845,27.0,34.0,19.0,16.0,
25,laiq60k0z8n0k19gdp,2020-01-15 20:41:23.919600,7.0,,,11.220328023259075,,170.59766939216146,24.0,20.946874798646686,13.0,14.0,,,
26,laiq60k06h6u8nwh8by,2020-01-16 01:31:49.520543,,11.0,29.0,26.789906391419937,,,,42.710633333717865,,,31.0,,
27,laiq60k0srue9kyws6,2020-01-15 18:27:34.770967,,42.0,,,17.961331909588942,,,788.7891527474521,12.0,13.0,44.0,43.0,
28,laiq60l05tvxiy4257x,2020-01-23 07:45:25.105443,41.0,10.0,,660.9668955632751,,1006.9191863573706,,963.533990496317,,27.0,,,
29,laiq60l04n6lkmg0yfa,2020-01-23 05:03:04.892823,,33.0,,,,,24.0,754.7408858211297,,,10.0,,
30,laiq60l0j2roa6116u,2020-01-22 18:31:11.110486,48.0,31.0,24.0,590.7171160547759,1031.5884930755922,,,967.0862078900323,44.0,37.0,38.0,41.0,
31,laiq60l0642p5914dp4,2020-01-23 02:44:48.123184,43.0,,,415.7447638981023,,,22.0,,,,,,
32,laiq60l0hynhm0msmt,2020-01-23 02:59:16.381668,,,27.0,,424.65809256135276,400.67953235143625,,,,,,,
33,laiq60l0e3vh683w6sf,2020-01-23 07:55:15.905981,9.0,20.0,20.0,525.0034596135788,879.6066892877668,1016.7401910668648,,859.6974201867635,,29.0,43.0,,
34,laiq60l06cnn51lpi5e,2020-01-23 01:59:45.440443,,,36.0,1048.9957908118124,586.008802445958,421.08388510279354,,442.1471181630056,,25.0,,41.0,
35,laiq60l04urxs5iwgvs,2020-01-23 02:12:56.078751,9.0,,,304.1065542038846,,907.3998272091821,,,,40.0,11.0,,
36,laiq60l08cf6hhfly5p,2020-01-23 08:44:40.074545,25.0,,,463.82945865446095,670.4320791266931,,,5.674026529746213,,38.0,31.0,,
37,laiq60lwf7jjv5wmxq8,2020-01-30 03:21:29.592703,,,37.0,288.6865808235295,681.4271442517223,,,,4.0,,,,
38,laiq60lwo6eoziw2k6,2020-01-29 21:24:13.511564,,,,279.43471159110806,,630.3930221855791,,454.3940698758423,22.0,20.0,33.0,,
39,laiq60lwg0wfcxbbzn9,2020-01-29 22:14:38.415299,,13.0,45.0,,,713.7618832360201,29.0,497.66812959945145,,18.0,23.0,5.0,
40,laiq60lw2rs7jo2vox7,2020-01-29 21:39:04.884669,16.0,16.0,17.0,5.087598694861528,710.3063925815019,403.66365035514127,23.0,2.1700684199328912,8.0,45.0,24.0,,
41,laiq60lwek7g9x6htqq,2020-01-29 18:05:13.146493,3.0,2.0,,702.0432021977247,618.7603595019216,,43.0,,29.0,,,31.0,
42,laiq60lwbefz4a2axlq,2020-01-30 01:49:34.374825,26.0,,,243.79509622680976,,,,65.63019902951822,2.0,,,26.0,
43,laiq60lwn2cwfav0m0f,2020-01-29 23:10:52.768287,24.0,42.0,,34.666586057281556,,,4.0,,,,,45.0,
44,laiq60lwzc5cyijepkr,2020-01-29 23:57:08.804403,17.0,,,,739.3166701356072,,31.0,87.89263077342801,14.0,12.0,40.0,,
45,laiq60lwjliufgabsrh,2020-01-29 19:52:47.397304,1.0,,,,351.1511687142233,116.20308680822521,,,,,32.0,14.0,
46,laiq60lwwwsavrx1kn,2020-01-30 04:21:14.801347,1.0,,29.0,80.16143027599419,250.76363019874123,,7.0,26.26519808468477,24.0,,13.0,35.0,
47,laiq60lw0da9amsewstg,2020-01-29 20:29:47.087078,14.0,27.0,5.0,,,514.3429532078998,10.0,27.31015275821036,,,3.0,2.0,
48,laiq60lwhqz9hau00f,2020-01-29 19:54:12.751482,,,23.0,,,659.497000794661,,29.71570492019726,35.0,,,11.0,
49,laiq60lwnm186nba4nk,2020-01-30 08:06:18.570823,6.0,11.0,,58.56031145196005,,,,7.054840308984289,,,,,
50,laiq60lw9kvvms3oczh,2020-01-30 05:57:31.722794,,24.0,5.0,,479.6925090975846,,,532.7781899759739,4.0,,14.0,,
51,laiq60lwoxcvdpkej2,2020-01-30 03:59:23.692271,25.0,38.0,,259.3642697848055,,623.5320101439332,48.0,62.41053896673539,43.0,35.0,20.0,,
52,laiq60lwoscrmtpllwr,2020-01-29 16:26:26.836429,,29.0,36.0,,,31.331242313810954,,682.8009916867909,10.0,,,,
53,laiq60lwujygiy2vtmc,2020-01-29 23:01:06.991027,39.0,34.0,,,502.8932295406816,161.60536402989152,,482.7412017988756,10.0,9.0,,46.0,
54,laiq60lw8i4l1hbfzjv,2020-01-30 05:59:32.682652,,25.0,,,731.7773402510643,347.17091042312757,,693.3347066269764,,25.0,42.0,0.0,
55,laiq60lwli67a12nprs,2020-01-29 19:22:27.522531,,40.0,,13.54095798140371,649.4666448127102,27.79850682621857,,265.81119529771456,7.0,10.0,18.0,,
56,laiq60lw87vrrp6cr2h,2020-01-30 06:06:17.641373,,33.0,,13.362291886287759,121.25639706900252,,,435.20632491272636,,,,27.0,
57,laiq60lw72ek563qh3v,2020-01-30 07:49:56.430194,,11.0,18.0,,,,,6.178556340870308,,,8.0,,
58,laiq60msum1unbjhiv,2020-02-06 04:23:48.548199,15.0,,2.0,27.384143929014314,,248.93789205052985,7.0,22.080007474305496,40.0,,,,
59,laiq60msqe5u59nlxme,2020-02-05 22:21:00.674395,2.0,5.0,6.0,,81.3851911638846,,,,9.0,10.0,,,
60,laiq60ms9f709kj6p9k,2020-02-06 08:27:03.229216,18.0,43.0,28.0,395.8204285085727,158.90156056809667,82.33422492284302,14.0,47.337283559877285,9.0,,,47.0,
61,laiq60msmvfcyt2roc,2020-02-05 17:07:48.625220,,,19.0,206.119397547895,422.634983563429,33.88459940942198,,396.9028282681059,,,,31.0,
62,laiq60msthvak828ej,2020-02-05 20:33:10.300540,,,,97.72295970345331,,90.6923860547472,,24.643021672924124,,,45.0,9.0,
63,laiq60msojeaujvvls,2020-02-06 04:25:58.003699,,47.0,45.0,435.9996264867904,,,,12.232712891813035,,,15.0,,
64,laiq60msjv6z8myl5yi,2020-02-06 00:57:11.422083,28.0,,13.0,108.94654182114286,156.21563468997726,179.55937132130975,,10.246951384127478,20.0,47.0,18.0,,
65,laiq60mslk9n2eapjh,2020-02-05 19:02:00.704097,14.0,2.0,42.0,28.681612991018223,81.2391713197477,73.55530615669826,38.0,308.8437988401425,,22.0,,,
66,laiq60msomp5sfjube,2020-02-05 17:55:21.804859,16.0,31.0,4.0,159.13330182630077,,,11.0,148.67456864869462,,31.0,43.0,2.0,
67,laiq60msvyixyh6618,2020-02-06 01:08:42.246893,,30.0,28.0,,,,28.0,18.268589017411443,38.0,,26.0,,
68,laiq60msz00gykzryk,2020-02-05 18:03:55.839774,,,,,87.0291357580569,,,,,46.0,18.0,39.0,
69,laiq60noofmoy75cob,2020-02-12 22:54:19.871608,11.0,0.0,,416.6230085560542,,,41.0,14.205987875590099,10.0,,,,698.2482058816785
70,laiq60nogls2a4g922,2020-02-12 22:02:45.577149,,20.0,,454.4833254657676,,,0.0,38.9107180640187,,26.0,,,129.34263837030696
71,laiq60noxwuipp2moh,2020-02-13 00:09:26.190152,34.0,,20.0,,129.9977887061107,134.64224350502874,14.0,34.419550045427926,31.0,2.0,37.0,8.0,419.8384106486758
72,laiq60noxjbrxp8y7na,2020-02-13 05:23:20.524181,,3.0,,744.4567699630916,,,15.0,634.0100057668195,39.0,36.0,24.0,9.0,384.27313020942677
73,laiq60no53tbbvx2siw,2020-02-12 20:23:00.375396,,30.0,14.0,,,,,407.27259460076397,,4.0,,,285.73589288462944
74,laiq60noiy744t8xd7c,2020-02-13 07:47:25.688567,24.0,27.0,,697.0883890190092,687.5056792157501,736.4407435706217,,,,34.0,31.0,,75.33410517406224
75,laiq60no0p2bdd4c2hje,2020-02-13 05:31:38.055703,39.0,,32.0,43.81396784724196,,,32.0,,18.0,,,,519.5657248010873
76,laiq60noy6u0y9jx7al,2020-02-12 18:57:17.161602,,15.0,21.0,218.98159927813307,111.90313603708302,252.1546910486823,46.0,253.11082800324078,17.0,,,,49.75746647776158
77,laiq60no63pjdc6246p,2020-02-12 18:27:33.903978,30.0,,27.0,81.08841787806352,,,,,,34.0,3.0,,485.81863036994866
78,laiq60nobnl85cch4ze,2020-02-12 20:43:53.064885,24.0,32.0,,,642.0380561661793,,14.0,350.5891784314827,,35.0,,41.0,782.3116765189816
79,laiq60nowwvl4zfhnrp,2020-02-12 20:23:28.100792,,,,752.2787536720422,319.25389090795795,50.23015990055382,,35.7597129124142,3.0,10.0,,,118.45579652062227
80,laiq60nohcc896l449k,2020-02-13 04:17:35.997118,32.0,26.0,29.0,,469.4135897148384,,37.0,40.514430395167324,19.0,35.0,19.0,18.0,650.5267113878502
81,laiq60nojzppoo4b0do,2020-02-13 04:53:11.075720,,17.0,38.0,48.00317966588461,70.60110741405151,808.2307551046747,14.0,348.7278646775326,34.0,49.0,43.0,,153.39263903830258
82,laiq60om4390qx6i324,2020-02-20 01:12:14.124198,,,32.0,652.2271535019117,417.28952022269823,,,820.0457622209105,,24.0,21.0,3.0,1088.9974054021397
83,laiq60omws5tle813j8,2020-02-20 05:57:33.810718,,,7.0,46.07117512259418,,1006.4832856512481,3.0,778.9878414092019,38.0,,1.0,5.0,750.2896050332542
84,laiq60omtpb1nizjies,2020-02-20 05:40:01.688548,,,2.0,624.9406106999687,542.3407620297913,,44.0,,,,3.0,,540.0670337079865
85,laiq60om1z8zo45hwju,2020-02-20 07:46:18.012277,36.0,21.0,,43.78582461194447,,,42.0,39.339632437807545,18.0,,,35.0,1026.4407425523102
86,laiq60om9lz5e6i08x5,2020-02-20 07:38:13.671271,,9.0,,939.7734892759347,1023.3426153125748,1086.0598517627254,1.0,659.8268778863423,34.0,,,17.0,794.9946516888589
87,laiq60omw7xmpw0n46t,2020-02-20 00:27:08.525077,,19.0,,629.7195444460192,738.0055787463352,402.76375554603703,,,,,12.0,,627.1651467193032
88,laiq60omkpdttrgkwr8,2020-02-20 07:54:39.453846,,,,35.9748186742058,1006.053086395231,666.8261785304962,1.0,398.7946111424413,,17.0,45.0,,381.4629335260753
89,laiq60pjg4n1y9u2x,2020-02-26 22:07:37.217899,,14.0,,12.16016798723485,,651.6750313917313,7.0,678.1866896628209,,24.0,17.0,,489.7963485854153
90,laiq60pjb7o2mjoulzw,2020-02-26 16:59:14.037981,,,,22.43414926855818,,,49.0,,,0.0,13.0,10.0,688.9415501786344
91,laiq60pknt5fe717l1,2020-02-26 16:34:48.524108,,27.0,,,604.8916098788065,343.22038324663094,15.0,509.481831055231,,46.0,7.0,10.0,723.3668876745007
92,laiq60pkilud5dy15m,2020-02-26 22:44:44.648466,35.0,,26.0,,454.4373689693038,312.18622445748855,21.0,,,,,,302.86598349799397
93,laiq60pkw3f1vqmyb9,2020-02-26 21:16:57.741940,11.0,,32.0,137.0200326385066,,392.81270984733544,,151.52549810576096,,20.0,16.0,,490.6010844580538
94,laiq60pkhhwni6y5plc,2020-02-27 02:28:41.529674,,24.0,44.0,48.793442825026915,,60.47540705566403,1.0,684.7277848705729,17.0,7.0,20.0,35.0,86.38900326732977
95,laiq60qhdb9tvwebxe,2020-03-04 20:50:08.967848,,2.0,,361.6498923104285,,,,62.69366730206559,16.0,14.0,,,37.246680102953945
96,laiq60qh8bbevzozhv9,2020-03-05 07:02:17.862220,3.0,,31.0,,253.51058478638504,,,,49.0,,3.0,,230.1102659070007
97,laiq60qh5qd98cpbs8u,2020-03-05 07:50:11.771350,29.0,,,283.99617005870846,37.292304181187205,279.62303979312816,2.0,,47.0,41.0,,,493.90589912675676
98,laiq60qhgt7jse9av8c,2020-03-04 19:29:32.334152,18.0,,,245.31266322979621,47.622418960316054,206.04659974296163,,282.0251685111084,,,,,148.7391346914063
99,laiq60qhvufyit5p64s,2020-03-04 18:22:56.509493,45.0,10.0,,23.621466819836524,33.976660800114985,217.4811440967125,,,49.0,,,13.0,74.5222249859388
100,laiq60qh4kfvncfzsxy,2020-03-04 18:02:54.911364,,42.0,9.0,447.42850298634653,16.7336866631843,133.20689760239304,21.0,26.56222115759599,,23.0,,,107.27598405975166
101,laiq60qhwp601jhpd2q,2020-03-05 07:06:10.077017,9.0,21.0,9.0,197.20997393444134,,476.81982473632695,47.0,169.3070806439532,43.0,,5.0,8.0,137.00569039962477
102,laiq60qhyz355szhsw,2020-03-04 19:53:00.789931,,21.0,34.0,7.504890516160289,250.31392203780632,,,46.12829670541536,,,35.0,6.0,156.280336512229
103,laiq60qhvnnxr19zqu,2020-03-04 17:37:17.646079,,,9.0,321.4540793861536,,,47.0,312.40592166328406,7.0,,,24.0,184.65451507015615
104,laiq60qi3uz5hn0ddoy,2020-03-04 17:37:35.243793,,,47.0,25.71685550962577,371.5274682308096,498.85843549162706,,0.7562137028850779,41.0,28.0,,29.0,496.2759844557879
105,laiq60qifbpnwhlqnfc,2020-03-05 05:43:11.279584,3.0,7.0,,7.380293894087686,,468.6038456005158,,495.55609143965046,41.0,45.0,1.0,27.0,409.0626825907006
106,laiq60qid95ghq3vfk,2020-03-05 01:41:14.744340,6.0,17.0,,93.44351578746216,,,48.0,,6.0,,,,77.48331453359827
107,laiq60qirnbu7hrxvz,2020-03-04 16:22:12.821896,,49.0,32.0,,,,38.0,337.72584999307423,47.0,24.0,18.0,,461.6159313483085
108,laiq60qihad9gmjcd1k,2020-03-05 04:58:59.221488,20.0,45.0,,6.726279886839426,244.11432608617417,,37.0,210.4867414871,,,39.0,,32.4910330835251
109,laiq60qiwbo8mn3upgj,2020-03-05 01:40:36.214831,,,30.0,133.7249809243027,83.04677523585997,256.8562419163041,,405.83288988225985,36.0,,,38.0,276.5304900504151
110,laiq60qi9y3q7e8svg6,2020-03-05 01:14:56.586267,26.0,,23.0,30.41201777212518,256.7235854303837,14.064438915238497,,11.119286214740132,,42.0,,,404.83489791573027
111,laiq60qidtdlg1tzhp9,2020-03-04 21:00:27.740520,,35.0,22.0,,,,28.0,283.3012916549052,22.0,,20.0,42.0,496.488478961939
112,laiq60qixkbe852fada,2020-03-05 06:32:48.121560,,,13.0,468.15443410589705,55.34088708041213,,30.0,470.5473911791503,,,19.0,,53.06221986639078
113,laiq60qie8s0q14917j,2020-03-05 08:51:07.536926,17.0,22.0,15.0,204.80381202949758,,,39.0,197.1129566391328,,,37.0,,3.7779274708939283
114,laiq60qir51zzdh491,2020-03-05 03:27:07.464539,,,24.0,,280.681717626095,,43.0,124.24714820390386,,36.0,2.0,18.0,66.66241116490406
115,laiq60qial5f6kll85b,2020-03-04 18:31:38.885538,33.0,29.0,,131.6158832897341,,,,,,47.0,,43.0,196.0486718417032
116,laiq60qi03gs3sduy6gc,2020-03-05 08:26:53.379976,,45.0,,91.37506740510892,,190.90189637084498,,110.66512158264709,,,,,440.80489647320235
117,laiq60qi7zoww68zm3a,2020-03-05 06:11:43.507111,24.0,19.0,27.0,40.63114608843475,,,13.0,152.43661287707602,,,,39.0,133.54196000501796
118,laiq60qipy1fstqwb6,2020-03-05 06:20:59.380093,44.0,,,241.05579056377968,334.0369987715107,474.50304684322936,39.0,20.257890817109224,48.0,5.0,39.0,,262.01012775920304
119,laiq60qij3g8iu7g5tr,2020-03-04 22:20:59.845001,36.0,,14.0,9.952535935006557,193.5932528411709,159.134676569328,,226.3391951058561,37.0,,,,121.40818881074117
120,laiq60qipsfsyy6jzbc,2020-03-05 04:41:12.983813,40.0,30.0,,288.47017151724776,,26.939006966248712,,405.16872478315054,,13.0,,35.0,21.741739085773474
121,laiq60qifbcsl0x7ro8,2020-03-04 23:55:27.035647,36.0,,,10.47564509031379,372.51963291723393,60.5761109321316,,214.24068018640267,6.0,,,28.0,45.121610431714686
122,laiq60qig3fgpl8m518,2020-03-05 00:02:31.662757,33.0,,,147.7687479621353,107.90484513721475,441.96698178010286,2.0,23.758802474009826,,,,,179.4629768024426
123,laiq60qiyrrj5ra0hqb,2020-03-05 01:10:09.866204,39.0,42.0,,81.44530134631532,344.9362860222693,,5.0,19.256989146391447,15.0,18.0,,30.0,73.03910634107933
124,laiq60qik2j43ya82jb,2020-03-05 00:27:58.261815,,,,287.10546955692183,,425.7266925006306,44.0,477.125760592439,34.0,,16.0,18.0,325.20687822538974
125,laiq60qi15v3ocqtdpa,2020-03-04 20:58:03.552559,,42.0,,,158.04696017868253,371.3369575739715,42.0,,,,7.0,,80.35631786908544
126,laiq60qi27bx6t1lk2u,2020-03-04 23:16:31.623727,45.0,,49.0,261.1871732272688,252.26194265545882,,,34.8382014545067,,,3.0,27.0,116.67903568806341
127,laiq60qi41wbbh6dhvk,2020-03-04 23:27:17.319972,,,,20.230844447309913,,,13.0,71.18970176641983,,28.0,,,144.73837068564558
128,laiq60qij3mb50cdsg,2020-03-05 06:21:44.579287,49.0,,45.0,360.00931013762784,,,,44.80303714868686,,0.0,,47.0,227.3594234763244
129,laiq60rgqtwint0f9pd,2020-03-12 02:30:18.600821,,,6.0,281.7494939794558,55.60280578855492,,21.0,6.738301239816025,,3.0,,37.0,771.4344106723648
130,laiq60rge55a5vgtkae,2020-03-11 22:21:08.198043,4.0,26.0,,324.21557880067826,,,20.0,462.99576667192395,19.0,49.0,,,386.60208665973386
131,laiq60rg6g7orikecks,2020-03-11 21:39:01.250066,,,1.0,145.9873195241869,525.033365932563,,18.0,199.03367013703797,,,,,734.5237298704384
132,laiq60rg8a6ygs1ep5x,2020-03-11 21:45:45.146909,,,16.0,21.452624844214174,166.51051205233512,,,191.63912724217047,6.0,,,,797.1468369879362
133,laiq60rgrpy4niw9jbf,2020-03-12 05:17:08.292842,,21.0,,,510.72004476252795,,,7.964938844546266,,13.0,,38.0,656.8084314860661
134,laiq60rgv0mu7bwnt8i,2020-03-11 16:16:47.771105,22.0,,,,536.6414466926818,,,30.328185231182825,,,5.0,,662.3193443943088
135,laiq60rgkk7gmgy9k7j,2020-03-12 00:15:32.464414,,24.0,7.0,26.34541695924282,,,49.0,66.4192935691326,14.0,,24.0,35.0,377.0112880515904
136,laiq60rgmpctyfwm4sr,2020-03-12 01:28:43.271945,,34.0,33.0,2.840039915375192,,266.53924441775774,15.0,700.7948912498522,,22.0,21.0,14.0,409.17692921285294
137,laiq60rgs9qcar7oo6f,2020-03-11 18:08:09.660524,19.0,1.0,5.0,190.5868288329788,504.93103860305325,,,415.14748311233143,49.0,45.0,,,117.23749024124311
138,laiq60rgnjcd45p3qg,2020-03-11 18:41:48.222313,7.0,,37.0,571.9725739355031,,109.89009209619505,5.0,15.782437767753098,,,,5.0,418.1687212671027
139,laiq60rgzec6l0t6kzq,2020-03-11 19:25:39.611663,44.0,44.0,,647.6389714108635,,248.0921909926808,,401.0010312590975,2.0,49.0,42.0,49.0,160.62946225608525
140,laiq60rg75kxra3jb9w,2020-03-11 21:12:18.903674,33.0,,39.0,21.752314310304786,457.5763506668435,,,262.16684317453695,,,45.0,12.0,158.80403561486176
141,laiq60sdtw4wfehb47,2020-03-19 02:23:40.197877,31.0,,12.0,785.4111470369577,,,,,,,41.0,32.0,388.0641019838813
142,laiq60sd4p7tiy7hq0t,2020-03-18 18:23:44.804487,48.0,3.0,26.0,,512.4612921393763,653.2835540249437,,20.69723911541468,,,,,410.2584625184075
143,laiq60sd2s8om7juy53,2020-03-19 07:15:16.290423,,,,36.154355958595175,,1045.4817819451587,,918.3346163260869,,,45.0,25.0,781.0890402833496
144,laiq60sdp0nm3b5z5rs,2020-03-19 02:58:32.930069,15.0,29.0,34.0,49.38471556779999,,,,15.946784773497846,,5.0,,,564.6730188669966
145,laiq60sdl6tcy6b43in,2020-03-18 20:42:34.070718,48.0,14.0,34.0,,,,5.0,746.1544760965098,6.0,30.0,,,1010.939989122933
146,laiq60taiu038p7fdfl,2020-03-26 08:34:41.263012,,1.0,14.0,45.325056235771044,,,,,42.0,49.0,,5.0,329.0833886486104
147,laiq60ta99yz94dlnfj,2020-03-26 07:01:11.560908,,,,369.90338506293153,,,27.0,7.189050151646633,44.0,19.0,,,522.0699089627167
148,laiq60tak4ow20c5hzg,2020-03-26 02:17:10.628025,,,26.0,453.35633786598754,,97.22608062361888,,785.1444805637234,3.0,,24.0,,821.4798217949854
149,laiq60tao131y7lwo7,2020-03-26 08:48:45.980847,49.0,18.0,,57.7250649047328,,32.226255746123364,,21.986649016814464,,10.0,,13.0,59.02535497482511
150,laiq60taqz79budbk8j,2020-03-26 03:52:39.869654,49.0,,37.0,,,,31.0,644.8972009788133,,42.0,4.0,13.0,416.46138269739686
151,laiq60tad13n8vyqg0i,2020-03-25 19:00:04.024798,,45.0,,537.2079355086443,,444.0757844112841,,311.09383728273565,,34.0,,,661.2229717852317
152,laiq60ta4zvt66ieep,2020-03-25 16:17:33.699550,,,,560.0322061403458,,617.3329413918747,,743.4841135947636,,13.0,40.0,,750.3354394563842
153,laiq60tayfye1yb6ag,2020-03-25 19:36:21.857891,,,,604.9247862370265,,,,751.5958693881523,18.0,30.0,15.0,0.0,783.2527773638626
154,laiq60talvmi0hukoqk,2020-03-26 07:42:41.614380,,,,618.5912994778397,321.47582235133723,612.2272292492288,,34.09662515354236,,,38.0,,556.899544174914
155,laiq60tapluk2txukg,2020-03-25 18:25:42.783200,5.0,28.0,,,213.50158572811648,,26.0,651.3016392168066,46.0,,,6.0,734.3549779768523
156,laiq60tay8x635mjfy9,2020-03-25 22:52:53.104356,29.0,20.0,7.0,668.2371576673338,,,16.0,1.1220448514566717,3.0,12.0,4.0,,447.24256321224203
157,laiq60ta7kmk8vckrmh,2020-03-26 05:34:43.647628,37.0,19.0,,,32.320334573109236,,,201.2425890080869,,44.0,17.0,,774.6829157788426
158,laiq60taaox6tgqcopw,2020-03-25 20:17:30.019410,24.0,,27.0,566.0600885819501,,422.99746360050796,,15.339016605334454,,29.0,,,308.05865534773204
159,laiq60tayvruil520ur,2020-03-25 21:13:41.560278,,25.0,45.0,23.55905610374941,,39.77933473681227,,,19.0,,2.0,11.0,258.8396543669812
160,laiq60tbcf5z650lb2g,2020-03-26 00:58:06.410505,16.0,,43.0,671.5261812089494,,,,,,14.0,,31.0,241.57588393376818
161,laiq60u8mfgyt4jr0rl,2020-04-01 19:20:17.761987,8.0,32.0,14.0,447.30165873822693,,217.49741683339278,,467.3782261693858,19.0,13.0,19.0,21.0,162.02366493553959
162,laiq60u8qxu7l38zyd8,2020-04-02 05:50:02.180835,47.0,9.0,36.0,184.93416028774033,403.9835480059792,199.91298017167793,34.0,159.22887052242658,43.0,,47.0,,397.66135649633895
163,laiq60u84ou2qdustcm,2020-04-01 19:43:52.520915,,33.0,,76.01702499669727,236.88227506184572,,,,19.0,,,,195.12609087500755
164,laiq60u829b1tj53o03,2020-04-01 16:46:33.271099,2.0,41.0,,,414.9084701001368,,11.0,,,39.0,,16.0,296.0303433148905
165,laiq60u8pniktc8s4um,2020-04-01 22:28:55.747264,,,37.0,285.0298895974241,203.22730226225457,288.7455366472887,,39.62214077455923,46.0,28.0,39.0,,225.9909184993793
166,laiq60u8ojeuxyds5,2020-04-01 23:38:25.767727,26.0,19.0,23.0,43.63741806183066,325.0943945302829,181.34893767623925,,257.9099539775882,39.0,11.0,,38.0,296.06287358604527
167,laiq60u8bey5iocvi6,2020-04-01 23:17:42.954090,,,21.0,180.61667082210565,147.71583483741807,,5.0,38.684935129729695,,,3.0,,196.08232079844464
168,laiq60u8ripi99fbt3g,2020-04-01 19:30:05.012602,,,,91.32687477763068,29.418239413729225,,,,,32.0,,10.0,357.79610763064386
169,laiq60v4lilt7vcbjgc,2020-04-08 23:35:21.574466,42.0,33.0,10.0,83.25573045344554,,164.37299805285986,,,24.0,23.0,13.0,,106.1214301606601
170,laiq60v49mhmxi62w7q,2020-04-09 01:16:02.803753,46.0,,28.0,22.70349098594351,665.2906774876575,,,33.8064476582273,28.0,,,18.0,123.52666642956306
171,laiq60v4fktdontyn2h,2020-04-09 08:23:16.637058,,5.0,,782.1376542735637,236.85378158851006,,,147.30826871816294,,9.0,,,802.4706239486788
